SalesID,Date,ProductID,CustomerID,Quantity,UnitPrice,SalesAmount,Cost,Profit
88236983-1ccf-45e8-abee-0782e2f82b60,2023-12-26,P11,C56,3,141.87,425.61,310.32,115.29
b0257454-edd8-4b76-a3c7-e35708bb0964,2023-12-06,P33,C94,3,392.6,1177.8,895.7,282.1
497b8332-548d-4bb2-be54-1f85b7ca41ea,2023-02-09,P24,C60,8,291.7,2333.6,1980.22,353.38
ca188893-8d65-419c-90e3-cef913071cfc,2023-09-02,P1,C52,14,201.44,2820.16,2506.55,313.61
194cf425-3c11-4e74-8025-f32a7e38b08f,2024-09-26,P43,C85,5,101.05,505.25,393.55,111.7
8bb52bf1-c3c9-4be9-905e-23af31fa9902,2023-06-15,P47,C5,16,129.45,2071.2,1840.46,230.74
07a27345-00d2-4a08-b792-44d9ad504d6f,2024-12-28,P41,C57,17,207.39,3525.63,2900.42,625.21
ec15b2ec-e4fe-4a24-a214-7a1febf298c6,2023-02-21,P21,C35,15,243.02,3645.3,2897.25,748.05
458ed532-c5b1-4d08-8a16-16e0c93142df,2023-02-18,P12,C5,4,271.39,1085.56,684.62,400.94
9db5118d-c72d-4125-9186-6e7e3b58763b,2023-07-31,P20,C82,15,471.96,7079.4,4456.53,2622.87
c5663c94-29df-4047-ba94-cf77141ddaf9,2024-03-09,P13,C44,10,321.12,3211.2,2279.09,932.11
9d328073-1b1b-4908-8261-7dd35ba5e8e0,2023-09-23,P30,C96,3,496.78,1490.34,1217.23,273.11
6b06bb55-05fa-443b-8a2b-d9c5c5b9f1e2,2024-11-10,P16,C35,12,315.68,3788.16,2970.46,817.7
60a07b22-8400-4ddf-b14c-bf4266d474d3,2024-03-10,P49,C70,11,273.26,3005.86,2311.14,694.72
40fa7269-68f1-4de2-9fd6-71dbf49d405d,2023-08-31,P35,C3,20,69.48,1389.6,1140.24,249.36
f4dc4018-60b4-4712-8999-2a5d6dacde97,2023-06-09,P13,C8,13,321.12,4174.56,2632.77,1541.79
020384e5-22fd-4623-9b97-c49ae80e19ba,2023-01-21,P27,C45,16,38.39,614.24,426.67,187.57
a95381e6-87b0-4f29-929e-ce2ecd500ef1,2024-06-04,P31,C51,1,174.36,174.36,132.45,41.91
6f61482d-8d44-4c53-977c-a96b6a200c50,2023-08-23,P15,C26,2,183.37,366.74,258.92,107.82
514ffceb-7c57-4928-800f-5aef2c9fca55,2024-06-06,P37,C92,9,454.18,4087.62,3077.68,1009.94
850b98f5-caaf-4c19-aa65-1484707e4410,2024-03-07,P31,C6,8,174.36,1394.88,1195.76,199.12
56eace0c-a493-4393-9e56-51b86ae5ea25,2024-10-15,P10,C83,15,460.47,6907.05,4149.35,2757.7
11db3178-ab35-4789-8dcc-410f5a0973e5,2024-11-04,P27,C92,16,38.39,614.24,536.07,78.17
95de967a-12cb-475e-9f4b-e572d9a92af5,2024-06-28,P50,C94,17,409.38,6959.46,4740.18,2219.28
345dabd5-73fa-4a6c-a6e3-cc6b03861aec,2024-02-26,P27,C83,10,38.39,383.9,280.37,103.53
0dab5c7f-55d0-4818-adea-c93d02821353,2024-10-20,P10,C76,7,460.47,3223.29,2057.11,1166.18
57ebd5fb-1bf7-48ff-b475-da9fc096d866,2023-08-19,P44,C14,4,270.77,1083.08,677.93,405.15
5ffaea01-d2e5-44b5-b28b-bd39da586ec1,2024-08-12,P29,C29,16,407.12,6513.92,4306.31,2207.61
f3443421-6aa8-48a4-a494-c9f6379e2088,2023-03-13,P44,C18,20,270.77,5415.4,4098.73,1316.67
12997b6d-ab14-4842-ad72-148d504c898a,2024-04-03,P25,C52,17,298.09,5067.53,4008.63,1058.9
854af467-adbb-4826-b1dd-95e66c1b48d0,2023-10-21,P21,C64,5,243.02,1215.1,1047.65,167.45
c78d16f5-0469-4fd1-80bb-798203a8c572,2023-02-05,P28,C52,19,316.5,6013.5,5405.77,607.73
0df616dc-300a-4f16-a426-650700f01e30,2023-12-30,P43,C33,2,101.05,202.1,168.65,33.45
83dc0697-9804-4acc-bace-9d0fd0197dd5,2023-10-20,P41,C25,12,207.39,2488.68,2056.23,432.45
83d6e434-d1cb-4e9f-a304-e638c72c803d,2024-11-05,P35,C67,17,69.48,1181.16,931.49,249.67
ef8941c8-189e-4fe1-9012-3f464298ef44,2023-04-03,P43,C99,13,101.05,1313.65,1026.93,286.72
861726cf-c456-4579-8360-718a001db8c2,2024-12-18,P24,C87,10,291.7,2917.0,1771.34,1145.66
7a0bb6a8-380a-48ec-9cab-84227d40c21a,2023-03-17,P48,C58,17,228.72,3888.24,2589.87,1298.37
35d697e1-f8df-4e91-ae3b-ed5279a80b51,2023-06-20,P42,C76,4,154.43,617.72,419.21,198.51
464d01b8-890f-4523-baf7-7ca25e534894,2024-12-05,P22,C92,1,482.4,482.4,411.58,70.82
8dda32ea-8002-4774-a5e8-daf2d9e72aef,2023-06-03,P26,C79,11,176.94,1946.34,1211.74,734.6
cd8f7b04-5a28-4528-9ede-9362aca1ac20,2024-01-10,P49,C26,13,273.26,3552.38,2521.76,1030.62
191d50dc-0a56-49cc-972d-2f6d29df6e8e,2024-03-17,P30,C23,11,496.78,5464.58,3661.4,1803.18
1f08c888-c84a-452d-8e52-44d3cfd16a56,2023-04-10,P50,C68,13,409.38,5321.94,3497.66,1824.28
6fe3b53d-1883-4151-a156-b7b707cc131f,2024-08-13,P45,C58,6,17.14,102.84,80.82,22.02
e5c4a703-9276-4995-9b52-69cda4d92d18,2024-02-24,P16,C11,1,315.68,315.68,212.19,103.49
7747eec8-a5bd-4ffd-bf59-2343765e8345,2024-07-18,P23,C89,1,114.17,114.17,79.96,34.21
42dabb35-f796-4f3d-84b3-6c0796ea01cd,2024-11-25,P9,C65,13,151.15,1964.95,1279.29,685.66
4427e064-4a3e-4cbf-ac8f-d998a8180341,2023-09-30,P29,C33,11,407.12,4478.32,3568.69,909.63
5f0da79e-b7b6-4bbe-ac4b-64cee7284584,2023-08-01,P31,C83,5,174.36,871.8,683.67,188.13
4496f424-f98f-4c43-808e-0b57acf742a5,2024-11-04,P41,C59,11,207.39,2281.29,1620.43,660.86
aaf8ed00-84b3-4520-96e4-2f4a1a5284da,2023-10-15,P15,C24,7,183.37,1283.59,876.57,407.02
83f20fad-da18-4fc5-ac1a-ddb92b6335ff,2023-12-25,P16,C96,10,315.68,3156.8,2625.79,531.01
2f8efa83-2dfb-41d6-a863-45f58f1f0489,2024-10-16,P44,C63,6,270.77,1624.62,1291.59,333.03
2f8a2ad8-8cc3-48b8-b2e6-7d9caf2d2630,2024-08-08,P39,C18,9,474.87,4273.83,3203.21,1070.62
6f6db8eb-22b7-4020-bd23-397c3336a146,2024-01-31,P26,C55,1,176.94,176.94,147.84,29.1
d42d32cf-61e6-42a1-9d63-a818ccf01691,2023-07-14,P41,C15,17,207.39,3525.63,2491.79,1033.84
df38eae9-e9ca-4520-8942-c96917d5dfba,2023-06-10,P44,C84,1,270.77,270.77,218.94,51.83
1524aaa1-7097-4558-a93d-7503cd1736b9,2024-05-31,P29,C54,19,407.12,7735.28,4802.93,2932.35
0f81ee17-fcd0-4a35-bc86-184864829847,2023-10-28,P50,C59,15,409.38,6140.7,4425.51,1715.19
1ec64e45-f02c-4bac-b86b-1c3def61cbae,2023-08-22,P21,C73,5,243.02,1215.1,1000.33,214.77
55efe033-3846-4fec-907c-197487bdb447,2024-08-27,P27,C36,9,38.39,345.51,277.01,68.5
790bdb0d-1618-42ca-8cc2-82007327ad02,2023-09-03,P35,C3,15,69.48,1042.2,874.44,167.76
91a0df9c-124b-4911-8ba7-5c183144c61a,2024-04-05,P19,C77,5,172.06,860.3,738.04,122.26
5fd6913a-6dba-4d83-ad9a-c167bfb0e6b1,2023-04-16,P19,C77,10,172.06,1720.6,1142.57,578.03
6ef79f5a-2ee3-4c5c-b7c1-27b6e81635b9,2023-11-14,P13,C41,9,321.12,2890.08,2249.48,640.6
12b7fba9-ca56-4813-8db2-a88a7cb19822,2023-10-22,P27,C67,11,38.39,422.29,291.61,130.68
ff4f785b-8fc0-4cbd-89a2-b6bec98da354,2023-04-05,P28,C42,19,316.5,6013.5,5153.26,860.24
16c62324-b4a8-4ef7-a69c-d5d8a8151101,2023-06-07,P9,C80,3,151.15,453.45,362.31,91.14
679e9801-74be-4ddb-9557-dcca260d179a,2023-08-29,P35,C47,14,69.48,972.72,729.85,242.87
f4d6f9da-ce0a-41e3-b4c9-8da217cdcf1e,2023-10-14,P39,C17,20,474.87,9497.4,8113.88,1383.52
a3bb5a96-e4b2-4c9b-9708-56ce295611d0,2023-11-26,P44,C3,16,270.77,4332.32,3518.38,813.94
b444392a-cae6-4ff8-bdcf-72586684b723,2023-11-15,P34,C15,14,375.84,5261.76,4191.7,1070.06
ee31b962-106e-4ee1-8862-d24d58037209,2024-11-21,P47,C59,7,129.45,906.15,692.86,213.29
c69d80f5-1de6-45f2-bf23-89f3669d8a55,2024-06-16,P5,C52,11,424.62,4670.82,3313.79,1357.03
85206910-634a-4765-845e-c7e2acaaa2d5,2023-01-13,P20,C46,5,471.96,2359.8,1487.99,871.81
4504d416-01bc-453c-b699-25e8b9f792e1,2023-03-03,P33,C17,5,392.6,1963.0,1199.13,763.87
424162d8-60ca-4d27-9034-c22bdf454748,2024-05-28,P4,C42,10,470.45,4704.5,4150.25,554.25
38fab6fd-3460-4b2f-9397-4d9a12c7c090,2024-12-03,P45,C61,19,17.14,325.66,224.08,101.58
12b75bbd-f88a-4d27-b6d0-405ddc9bd4e8,2024-02-27,P37,C64,2,454.18,908.36,716.4,191.96
9ca84f7b-4f04-4079-8afc-3c5e055818ce,2023-08-27,P40,C46,10,349.03,3490.3,2548.05,942.25
2ec3f45f-f375-4bd8-9167-477cfbed5bd6,2023-07-20,P19,C81,6,172.06,1032.36,769.7,262.66
e3817632-792a-463f-843e-6d8cc65ddd6b,2023-07-19,P36,C80,18,40.64,731.52,624.43,107.09
446dc914-bf2a-4977-a289-ff7c21b98b7d,2024-05-05,P9,C96,12,151.15,1813.8,1180.81,632.99
e639731c-2e69-4754-89a5-b200f6e29574,2024-09-08,P36,C98,10,40.64,406.4,245.83,160.57
7dbdbf14-fe1f-4868-b89e-103e4c68c681,2024-12-26,P20,C56,9,471.96,4247.64,3418.45,829.19
bdf81542-ce6b-41e7-a7ab-cddff7ce5d64,2024-06-20,P23,C50,18,114.17,2055.06,1376.19,678.87
5509a1c3-22f2-4f94-9800-b7b35a9ed01f,2024-03-18,P28,C96,4,316.5,1266.0,898.99,367.01
c1b2da7f-5072-44d7-a3e5-37c19d47a474,2024-01-17,P35,C19,8,69.48,555.84,480.12,75.72
0644cf50-92c0-4cd5-ae6c-460c1ddb500a,2024-06-26,P17,C57,6,27.34,164.04,130.82,33.22
d17c3f96-40a2-480e-b7a2-dfff616709d4,2024-01-13,P34,C37,2,375.84,751.68,620.31,131.37
075d4146-c046-43db-a8f0-cfcf5c184091,2023-04-11,P10,C91,20,460.47,9209.4,8044.31,1165.09
0b104d00-bc57-4cfb-a924-b1ba1299474e,2023-08-02,P49,C58,4,273.26,1093.04,837.21,255.83
7760e177-1e51-46dc-9836-304076833b2a,2024-06-09,P32,C51,11,407.19,4479.09,4003.43,475.66
b55e8e8f-97c9-4786-861d-d895df6b4fcb,2023-12-04,P50,C66,11,409.38,4503.18,3855.8,647.38
323e50f4-537b-4c20-9808-4900676c2d54,2024-05-18,P47,C76,6,129.45,776.7,499.97,276.73
7d2014ff-9a7e-4292-a463-32ed88c55c92,2023-04-30,P18,C33,1,338.93,338.93,204.49,134.44
749680d1-f744-4067-8653-3cdfa7bf4565,2023-12-03,P11,C82,7,141.87,993.09,818.09,175.0
c766b7af-4b9e-49ce-ba8e-5cce1fb0e3e0,2024-02-17,P40,C57,19,349.03,6631.57,4320.7,2310.87
86a8c241-4b9e-4121-ad29-1981d1960cb6,2024-01-12,P26,C35,7,176.94,1238.58,877.56,361.02
3ce673a8-6fa4-4fa2-b4de-ced91d3c1887,2023-07-20,P28,C81,12,316.5,3798.0,2916.75,881.25
5105ae67-d83a-4d04-a75b-850e01be605d,2023-06-24,P42,C35,10,154.43,1544.3,1053.44,490.86
430b46b3-faae-4ce9-84df-c43c6f50be05,2023-09-03,P11,C13,5,141.87,709.35,466.75,242.6
ec53d8a4-4f40-4fde-9207-67dababd972f,2024-01-26,P44,C16,12,270.77,3249.24,2008.9,1240.34
97e564ea-b374-44a4-8c8b-2d4829bb2487,2023-01-21,P32,C67,17,407.19,6922.23,4948.68,1973.55
c4b5ba60-fa36-475e-817e-b1563dcbf6e9,2023-02-22,P43,C52,7,101.05,707.35,526.7,180.65
e384acfa-a921-476a-9699-c872af76f7fb,2024-06-12,P50,C62,14,409.38,5731.32,3686.08,2045.24
b2f672c4-43e9-4c0e-9bba-5dd14b31e3a6,2024-12-12,P11,C5,8,141.87,1134.96,746.99,387.97
3e4706b1-8508-44da-a657-eaf48d551008,2023-08-22,P27,C83,18,38.39,691.02,473.82,217.2
cff9b5e3-b58b-4a11-9992-8848a7e86570,2024-03-11,P38,C22,9,283.61,2552.49,1642.88,909.61
4b88dec0-64a5-4e49-ae5f-2b263878716a,2024-06-10,P25,C1,18,298.09,5365.62,4420.95,944.67
7d52522f-4868-4281-8334-a1bbe1283099,2023-10-29,P49,C94,3,273.26,819.78,519.73,300.05
4adba90e-58d2-48c0-b9cf-27e348fd2d7b,2024-06-18,P3,C26,2,481.93,963.86,688.19,275.67
5a081eb2-5a9b-4d73-b080-db0fb64204d3,2024-02-06,P11,C63,8,141.87,1134.96,926.97,207.99
5812ac8f-8112-4bcb-87ff-46704c8582d3,2024-04-10,P5,C76,10,424.62,4246.2,3544.71,701.49
80b2660d-2b1c-4abb-b450-930fd9ae9055,2024-04-20,P45,C28,5,17.14,85.7,72.14,13.56
c6b62674-2ec1-4a32-8b68-fde98dbc634f,2023-10-23,P7,C41,2,113.2,226.4,167.71,58.69
7424529c-f6fd-4b53-b146-4526ea96f597,2023-10-17,P2,C55,14,126.5,1771.0,1139.46,631.54
cf3a5556-5265-450e-bd70-5c28bfe773f8,2024-12-24,P12,C73,20,271.39,5427.8,4082.1,1345.7
fe1acbe9-d453-4249-aab6-941d9c001f55,2023-09-27,P23,C98,14,114.17,1598.38,1236.03,362.35
aa89b22c-472a-4577-b00e-8a2a57c0b6f3,2023-09-17,P49,C79,19,273.26,5191.94,3502.46,1689.48
25bcc4ac-c3ee-4a1d-be04-4d142d64f781,2023-01-21,P21,C100,10,243.02,2430.2,1807.69,622.51
1c8e37cc-2c67-40c4-a8c9-c9cb5f988777,2024-11-17,P8,C66,10,464.41,4644.1,4155.07,489.03
06d1f331-140e-4018-b362-da5065214069,2023-04-28,P9,C8,15,151.15,2267.25,1823.44,443.81
9301de42-1893-480c-b201-25f515e73560,2024-01-01,P34,C11,8,375.84,3006.72,1819.76,1186.96
2d5564bc-d7f9-4a2a-a4f6-b3789b36737b,2024-04-06,P46,C20,18,14.43,259.74,190.6,69.14
7e079593-af00-4893-a753-4f88d830ce75,2024-02-18,P7,C15,7,113.2,792.4,531.12,261.28
27dc194f-853d-492b-8c4c-018924582a82,2024-01-11,P17,C65,11,27.34,300.74,188.01,112.73
e465ba0c-8cad-41f2-91ac-512b52975691,2024-07-24,P6,C30,6,418.17,2509.02,2080.6,428.42
6431d0e4-579f-4de5-a953-2354625f07d4,2023-03-07,P9,C99,2,151.15,302.3,267.91,34.39
c53dcfbe-1027-4874-9fac-128ac8bc6ce5,2023-12-15,P46,C45,3,14.43,43.29,26.54,16.75
17852aa8-dd9d-4b9f-86fa-eb3d5b38c5f0,2023-03-14,P30,C96,6,496.78,2980.68,2146.3,834.38
a3fa6690-56f9-4d04-a4e8-f935d6b5bfb9,2024-05-23,P50,C8,14,409.38,5731.32,4983.04,748.28
2fa6f6bc-d242-432e-ad75-0fe3e86fc4ae,2023-12-30,P25,C90,7,298.09,2086.63,1769.2,317.43
42377392-4239-4be7-9671-4324bcf86cd9,2023-08-29,P45,C62,9,17.14,154.26,109.37,44.89
1f4247d4-051a-4e57-84d4-cb3f2ab9570f,2024-08-15,P20,C20,6,471.96,2831.76,2126.22,705.54
ae399dc8-f1ea-4baf-9994-687a8696822c,2023-08-15,P14,C42,11,19.64,216.04,134.16,81.88
b68043e9-3a80-4f3a-9d30-f7c290cd219c,2024-06-12,P13,C54,15,321.12,4816.8,3045.21,1771.59
2981367f-2452-4133-b542-6e400e0daceb,2023-03-08,P42,C45,6,154.43,926.58,672.35,254.23
7c8472af-b795-46ea-8270-19aed8979ca7,2024-02-22,P10,C35,6,460.47,2762.82,1982.12,780.7
404ed13d-14ff-498e-b55d-85bf81514167,2023-03-31,P30,C75,11,496.78,5464.58,3458.96,2005.62
f9c8874d-a3dc-45e4-9a9b-757e8bdda8e4,2023-01-28,P31,C21,16,174.36,2789.76,2060.21,729.55
acfa9e36-2e8c-4338-b273-bb4621b29b5e,2024-03-05,P3,C30,14,481.93,6747.02,4667.91,2079.11
f5d3cef9-71ce-4c78-9ca0-8e34abe990fa,2023-01-25,P17,C45,19,27.34,519.46,357.85,161.61
915cceab-ed5a-4361-bc24-cd24292f3dbc,2024-12-16,P13,C95,5,321.12,1605.6,1334.91,270.69
4e4a2ef3-cbfc-469b-8086-166857381825,2023-12-14,P22,C81,20,482.4,9648.0,7684.93,1963.07
7d9426a9-b2f4-4cfb-b406-b13477c2b898,2023-05-18,P33,C78,18,392.6,7066.8,5480.66,1586.14
80c0e7eb-7c2c-426b-9e44-edec3cae4fcd,2024-12-30,P33,C51,20,392.6,7852.0,5404.22,2447.78
c9c960d6-6c12-4531-8afb-9ee139422877,2024-10-09,P50,C17,4,409.38,1637.52,1442.68,194.84
198fd634-3a07-4864-8881-1d53d8b6a0f9,2024-01-16,P29,C41,17,407.12,6921.04,5392.83,1528.21
260de523-ea4f-4df8-97b0-9a9120ce64ac,2024-07-03,P15,C77,1,183.37,183.37,148.29,35.08
993b18db-ee72-4d1a-814e-96f24cc2b2d2,2024-04-06,P14,C15,4,19.64,78.56,68.29,10.27
05e3cd31-ed2c-4057-b509-61190e922491,2024-05-15,P6,C90,17,418.17,7108.89,6300.38,808.51
f9499251-b76a-456c-b0fe-d41673b4ec47,2023-02-24,P36,C6,10,40.64,406.4,301.08,105.32
cb59c576-dc9d-49a3-8dc8-d1a541fe2da0,2024-09-02,P19,C21,5,172.06,860.3,597.65,262.65
8b9f665b-f56e-454e-adb3-e1381909ac53,2024-07-19,P5,C58,5,424.62,2123.1,1322.27,800.83
093c1deb-d8d4-4592-a39a-3bc431d7a10b,2023-09-24,P33,C22,8,392.6,3140.8,2093.65,1047.15
d2c5668f-f9fb-4b81-bdd7-fe770b61802c,2024-07-13,P27,C58,3,38.39,115.17,76.81,38.36
a1442cde-f48e-43fa-9ccd-0a78f1ea51e3,2023-08-19,P44,C86,17,270.77,4603.09,2855.63,1747.46
ee9bb5e6-2d38-4575-858a-6e4b9d341766,2023-01-03,P6,C90,11,418.17,4599.87,3792.16,807.71
3274e083-db1f-4485-b564-8def7be201bb,2024-06-15,P41,C14,3,207.39,622.17,484.9,137.27
a227cecf-0faf-463f-8e61-47e54c104ab2,2023-12-02,P20,C92,5,471.96,2359.8,1774.33,585.47
79f44a8f-0ed5-48ee-bec8-de7fee30c35b,2024-11-02,P46,C96,2,14.43,28.86,25.37,3.49
23dd4514-1013-49e2-b192-1c0bd7601888,2024-04-28,P32,C80,2,407.19,814.38,580.46,233.92
86c237db-7702-4098-8eb5-5d2207bf84eb,2023-01-02,P48,C79,19,228.72,4345.68,3702.92,642.76
c4a9efdf-1b32-49d5-8678-20b8b55bfef8,2023-09-12,P33,C100,9,392.6,3533.4,2544.38,989.02
4a88b292-44e9-4081-b9e2-b813bb0359cc,2024-09-01,P46,C23,9,14.43,129.87,110.99,18.88
ba6a3246-567b-42aa-8be3-83ff33b20771,2024-07-07,P33,C94,5,392.6,1963.0,1712.4,250.6
9dcc7704-4ddb-4e8e-b024-bf70b2c211a1,2024-07-26,P9,C13,17,151.15,2569.55,2123.51,446.04
c3cd2ec4-47db-4b4b-bc02-ff12bc5d034f,2023-11-23,P22,C36,15,482.4,7236.0,4947.2,2288.8
eec960f7-3ab8-4275-9f8e-6259812510b8,2023-07-12,P23,C35,10,114.17,1141.7,905.06,236.64
570dee61-b3a0-447d-963f-fc5f4d6dec09,2024-01-03,P21,C84,14,243.02,3402.28,2094.75,1307.53
c63f263d-7195-447f-97f2-3a879be98157,2024-10-22,P4,C45,10,470.45,4704.5,4114.1,590.4
78253b1e-c55e-4a9e-8ea5-5140d52a7234,2023-01-07,P24,C17,7,291.7,2041.9,1392.96,648.94
565cf5af-873e-4fa9-920d-bd6ea078f77a,2024-02-14,P14,C45,14,19.64,274.96,186.36,88.6
1f63e703-c28c-4b2e-aee3-5c711cd4c837,2024-03-14,P7,C55,11,113.2,1245.2,752.72,492.48
7eb761e0-7bcf-4ece-b1ea-d8fe940ce4b4,2023-09-07,P30,C64,9,496.78,4471.02,3988.99,482.03
4eb6f14f-8aac-4f37-ae23-42e7ddac8b14,2023-05-03,P10,C94,17,460.47,7827.99,6242.93,1585.06
dfbcf9b8-2a0f-490e-94f8-2d332e68b878,2023-05-16,P4,C19,3,470.45,1411.35,1079.24,332.11
a3795db9-2ad0-429d-809b-530dd9e404d0,2024-05-22,P12,C89,4,271.39,1085.56,872.19,213.37
2a426fb0-9baf-478f-a107-fa938650bc7c,2024-12-29,P48,C86,13,228.72,2973.36,2663.72,309.64
6f9f0ab0-625b-48de-8a70-5b0240156193,2024-12-11,P8,C68,18,464.41,8359.38,5201.32,3158.06
44c425ea-4008-4fab-8ee8-ebef638c11e7,2023-11-04,P30,C38,9,496.78,4471.02,3254.2,1216.82
5a4c5a70-2525-4064-bad4-31a9abdad8a7,2023-09-13,P3,C65,7,481.93,3373.51,2519.55,853.96
d9b77ed5-6cdf-46be-bf28-57295d5a7165,2023-11-17,P32,C45,12,407.19,4886.28,4040.4,845.88
c0202669-73c4-4588-925e-7ecda6bb1746,2024-03-07,P29,C47,12,407.12,4885.44,3438.37,1447.07
12f389f3-8639-4fbc-a8c2-2b969fbba666,2024-04-08,P32,C44,2,407.19,814.38,691.56,122.82
0d4bde6a-0bbe-4a15-8a61-3140df5adf61,2023-05-17,P13,C11,5,321.12,1605.6,1403.43,202.17
6958b522-8e41-4b00-a135-903f51a51424,2024-02-12,P2,C32,10,126.5,1265.0,1061.22,203.78
40331e8b-4d83-4377-af7f-390ab712e115,2024-03-05,P26,C8,18,176.94,3184.92,2477.94,706.98
fafe7a29-4d42-496c-ba24-5501ad768996,2023-02-28,P16,C96,13,315.68,4103.84,3069.61,1034.23
042b44c0-553e-468c-a0bd-46258b2dcc1b,2023-07-19,P32,C3,19,407.19,7736.61,5483.26,2253.35
164c983f-b081-4f01-9517-7c2b1fa76483,2024-12-03,P30,C55,19,496.78,9438.82,7684.11,1754.71
f3d28a4f-6549-46c8-80a9-0041f861d183,2023-01-31,P27,C32,3,38.39,115.17,73.16,42.01
c6be7147-526b-47d0-9b26-be80133fdf66,2024-11-14,P34,C99,10,375.84,3758.4,2732.0,1026.4
8a04f681-9cf7-4bf7-857d-32c84afcc560,2023-09-27,P42,C100,13,154.43,2007.59,1403.76,603.83
7229fe3d-59dc-4637-8921-fffd658c0995,2023-08-25,P8,C58,11,464.41,5108.51,3291.73,1816.78
7719eca0-7a4a-424f-a934-f2e4652833c1,2023-03-04,P47,C86,9,129.45,1165.05,826.75,338.3
4daf9141-333a-4a7c-bdc6-6ec7c57ede54,2023-03-02,P10,C87,11,460.47,5065.17,4282.47,782.7
a236a2fb-679b-4e82-ab44-54151d9bf2df,2023-07-02,P4,C53,10,470.45,4704.5,3388.92,1315.58
d0955d0c-c3a9-4545-a584-fbdb74465e35,2024-05-04,P9,C89,12,151.15,1813.8,1340.16,473.64
5c5eb45c-39d0-4731-8ffb-f54d8b945e4d,2023-12-22,P23,C24,3,114.17,342.51,217.5,125.01
6e62910b-1d45-47fc-a0d9-b6d2b00db140,2023-02-02,P6,C75,7,418.17,2927.19,2068.2,858.99
8bf9077b-7733-4101-b32c-44a8809d7247,2023-07-26,P29,C39,12,407.12,4885.44,3704.82,1180.62
241ad5cf-2ce5-485d-b51a-de7748df3dd7,2023-08-13,P19,C35,9,172.06,1548.54,1337.09,211.45
8bf4b1ac-5eed-4d38-8c8a-77b71aee8d43,2024-07-02,P19,C19,8,172.06,1376.48,1060.28,316.2
0a91ebd5-bcfb-48e0-9370-2b293ad6b435,2023-09-30,P15,C73,1,183.37,183.37,159.99,23.38
9a3fa477-803c-42f0-a7b7-35807aaca06f,2023-08-20,P36,C4,13,40.64,528.32,381.58,146.74
6bd4ffe7-91c3-4c44-be34-556a7c96d71b,2024-11-03,P18,C54,9,338.93,3050.37,2394.11,656.26
